"nr_documento","tipo_empresa","cidade","estado","subsegmento","segmento"
"ef4965f7ef61d42c5369bd374bb91561","PJ","Porto Alegre","RS","Alimentação Rápida","Alimentação"
"863507a6385068d65fb825ddca0c6a44","MEI","Bento Gonçalves","RS","Alimentação Rápida","Alimentação"
"c1e2809f443815cec550080d83a84a24","MEI","Curitiba","PR","Alimentação Rápida","Alimentação"
"cd9a46bf1952dee7f8a16c036bfc9311","MEI","Cascavel","PR","Outros","Serviços"
"092f7a1f91bf1db712323cefd53214f5","PJ","Barueri","SP","Outros","Serviços"
"8f0cafee02aae5ded1306cefdd0c4421","PJ","Jaú","SP","Outros","Serviços"
"a4f0232861bf4caaf43fd97d06903a54","PJ","Cachoeirinha","RS","Alimentação Rápida","Alimentação"
"b48776a5a0233755471c7aaa59eed612","MEI","Pompéu","MG","Outros","Bens duráveis"
"804e7a384706ba8026fae6d4f117a8ef","MEI","São Paulo","SP","Outros","Bens duráveis"
"6eec4e0583b6902658aab047aa54a621","MEI","Palmas","TO","Alimentação Rápida","Alimentação"
"4d82e8a62c9a832f70caa8ce9635550c","PJ","Curiúva","PR","Automotivo","Bens duráveis"
"7a2c73ee14ae31101a16f9b890ab974e","PJ","Manaus","AM","Outros","Serviços"
"7b6d71351fa2942b42bdc698a86f88d4","PJ","Recife","PE","Bares e Restaurantes","Alimentação"
"f4e7485935b004864c24c811695b7fcf","MEI","Recife","PE","Lojas Diversas","Bens duráveis"
"c5aa95166a954e1680633d8924e5a477","PJ","Rondonópolis","MT","Saúde","Bens duráveis"
"7ca75f279b4edcd5b6f70edabe57985c","PJ","Santa Cruz do Sul","RS","Automotivo","Bens duráveis"
"a555242cceac12e19579e1eabddce0a7","MEI","Três Lagoas","MS","Alimentação Rápida","Alimentação"
"31cd22d40a8c0d79c192080c75891441","PJ","Canela","RS","Supermercados","Supermercado/Farmácia"
"3effeddb00dbcac4e79a0245df537545","PF","Goiânia","GO","Vestuário","Varejo"
"fd1e1e21b8a886ecd061ec999677fbd3","PJ","Cariacica","ES","Material de Construção","Bens duráveis"
"c1d15f60b4aa3b0fa04925ff27104181","PF","Valinhos","SP","Lojas Diversas","Varejo"
"46cf12c80ebc422f2f3757680f757b2e","PJ","Juazeiro do Norte","CE","Saúde","Bens duráveis"
"8605584460dacd21dab0bd4b81fdfa9c","MEI","Toledo","PR","Outros","Serviços"
"34ad52bf1e23a1913404c7cfe9c73c52","PJ","Porto Alegre","RS","Outros","Serviços"
"37ae8611d3bb4231a96d5480cc0d9f4a","PF","Uberaba","MG","Supermercados","Supermercado/Farmácia"
"390d14dea883f7361361c031d40d944d","PJ","São Caetano do Sul","SP","Vestuário","Varejo"
"9ca80f4523996c5de63e898c91d9dadc","MEI","São Gonçalo","RJ","Automotivo","Bens duráveis"
"2c08275fea02724681f50c5768fceab1","PJ","Governador Valadares","MG","Automotivo","Serviços"
"33603f5d8d727c520b7153285b0988a5","PJ","Rio de Janeiro","RJ","Saúde","Supermercado/Farmácia"
"ddc30861c8c7d97addf384d4111f649d","PF","Itabuna","BA","Supermercados","Supermercado/Farmácia"
"34f1cf4f354ea06fa8980f9988ce7efa","PF","Santo Antônio de Jesus","BA","Outros","Bens duráveis"
"b62585e74d5d8521c00f98405f3caa46","PJ","Campina Grande do Sul","PR","Vestuário","Varejo"
"b25ba6dd59f7137123e61c80941a3acc","MEI","Recife","PE","Alimentação Rápida","Alimentação"
"6966dcf76d4c711a77e8beea0e0c5e60","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"849d16e765465fb638c17b5f5ef403e5","PJ","Anápolis","GO","Supermercados","Supermercado/Farmácia"
"7e251240623b3548294ac87daabc5f53","PF","Recife","PE","Outros","Serviços"
"48b30a0fe5e108983ac1439b9a93109b","MEI","Niterói","RJ","Alimentação Rápida","Alimentação"
"c7499ffabaf2f988d52bbc068c033a62","PJ","Cruz Alta","RS","Bares e Restaurantes","Alimentação"
"865da4c33a7ea3673700a0aa09d5f935","PJ","Fortaleza","CE","Saúde","Serviços"
"2f670daa91e1361961be85c5a47ec2f0","MEI","Salvador","BA","Alimentação Rápida","Alimentação"
"a5e36fce8d0596720f011023b164f96f","PJ","Salvador","BA","Atacadistas Gerais","Varejo"
"c8e4ab02c7b69aee1156629c2daa8807","PJ","Santo André","SP","Alimentação Rápida","Alimentação"
"c57843f561318bf8cfebc1ecbf2afcd4","PJ","Primavera","MT","Alimentação Rápida","Alimentação"
"6d931f4e6fe3cec4569cd03ca4b17fec","PJ","São Paulo","SP","Supermercados","Alimentação"
"fb2d0c25bd3bff29d53c9421263446d6","PJ","Cosmopolis","SP","Alimentação Rápida","Alimentação"
"6a27ceb4b2426b5bc4f43e7def78c4e5","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"73cf9992ada82fc2b22d9447f8530b53","MEI","São José dos Pinhais","PR","Postos de Gasolina","Posto"
"464ea0b679621586ac866faa8509a2fb","MEI","Vassouras","RJ","Vestuário","Varejo"
"324734cebfa259942a1bd68f183a46b9","PF","Embu das Artes","SP","Lojas Diversas","Varejo"
"1b069b0d000f79cc42f30c81f72c7380","MEI","São Caetano do Sul","SP","Outros","Serviços"
"fa0acfeb339cc58c2319f477d1e06656","PJ","Rio de Janeiro","RJ","Vestuário","Varejo"
"5f30768e91803880675e71191b490f50","PJ","Surubim","PE","Atacadistas Gerais","Varejo"
"1e09b01ac343c2a5c05fac622fbca4db","PJ","Araguaina","TO","Saúde","Serviços"
"15e62fa89ca80de2350332b480b1fa10","PJ","Gravataí","RS","Outros","Serviços"
"806abdf3407ee636ea7336431533f0e7","PJ","Vitória da Conquista","BA","Lojas Diversas","Varejo"
"2ce792a92a52f19fe96fb8814d67dde5","PJ","Jacarezinho","PR","Alimentação Rápida","Alimentação"
"88e46adebb003079bf80ce7b866b665a","PJ","Brasília","DF","Lojas Diversas","Varejo"
"498efec5e1d349997a7289280fd2761c","PJ","Curitiba","PR","Bares e Restaurantes","Alimentação"
"077527a2bf4cd4986a765719ba621ad4","MEI","Belford Roxo","RJ","Automotivo","Bens duráveis"
"3bb1883f8dbbdf3776e3e29b99babcd0","MEI","Betim","MG","None","Outros"
"93bf6c5f0f0c049cd8e9bdc2ae1542b1","PJ","Paiçandu","PR","Automotivo","Serviços"
"0e909cb279fef234c796d6f4548b4c71","PJ","Eunápolis","BA","Alimentação Rápida","Alimentação"
"a924533f039c3da577a249680ec7785f","PJ","Jacarezinho","PR","Lojas Diversas","Varejo"
"84ed3db20b48a45f063e97eeb6790b99","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"75727b8d831af25d30b49c9aa5e4f12f","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"8534042e99e46a953054b9e48e4da81e","PF","Araçariguama","SP","Outros","Serviços"
"b1ef756ba04f61f981ee892b5e63f64e","PF","Cabo Frio","RJ","Alimentação Rápida","Alimentação"
"e232cf4c6a13097e6576a35424630c4a","PJ","Curitiba","PR","Alimentação Rápida","Alimentação"
"ebfa622e62d2dccc4ce835c48b5d86ec","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"0c357fbed7eac4bb9f3efb90ba7aa158","PJ","Sinop","MT","Vestuário","Varejo"
"9ed893423ba7ac325bd20d1b759fabbe","PJ","Brasília","DF","Outros","Bens duráveis"
"7256e514abec6cc135306f0dde7f9b0a","MEI","São João de Meriti","RJ","Bares e Restaurantes","Alimentação"
"b33c558fc82e88ea63d9422b0507f6c2","PJ","Sorocaba","SP","Supermercados","Supermercado/Farmácia"
"35b4bd79c59b57e00174e5d1cd582f41","MEI","Carapicuíba","SP","Educação","Serviços recorrentes"
"19f7ac0233518e2669d4546c42356895","PJ","Rio de Janeiro","RJ","Lojas Diversas","Alimentação"
"c1ed0368f83701f712f2de025b2fe4c9","PJ","Curitiba","PR","Supermercados","Alimentação"
"064d1eac25762af9ba013d67818b02c5","MEI","Londrina","PR","Automotivo","Bens duráveis"
"194db9e1d559e797b5667eb591ae2522","PJ","Salvador","BA","Vestuário","Varejo"
"de1e77172711f519d193024596060b61","PJ","Itu","SP","Lojas Diversas","Alimentação"
"463a9966e262882ae3165fed2a92a675","PJ","Niterói","RJ","Outros","Bens duráveis"
"5985c717c563780c65dfdbf944c6b9d8","MEI","Leme","SP","Lojas Diversas","Varejo"
"989b873ff8ed77bb33166ac1da8155ae","PJ","Santos","SP","Supermercados","Supermercado/Farmácia"
"89dc4e9ac48d137f51625cbd98b4b0f1","MEI","São José","SC","Outros","Serviços"
"2cefabcd7becc7b77a6318a2251492b4","PJ","Dois Vizinhos","PR","Atacadistas Gerais","Serviços"
"8a8fa85a8f821c0bae31561a2c35a8c1","MEI","Uberlândia","MG","Automotivo","Bens duráveis"
"0da34b57722a30566dd578c905b650f6","PF","Ivoti","RS","Lojas Diversas","Varejo"
"652caec6f89dfa2cf3e374908cca9871","PJ","Arujá","SP","Outros","Bens duráveis"
"4e0f621ba224ace3eb7873604c334140","PJ","Cascavel","PR","Alimentação Rápida","Alimentação"
"853080730c03b433974c7d2b60b89b46","PJ","Blumenau","SC","Alimentação Rápida","Alimentação"
"ffb80c38e5c6310a99bef41f138347ca","MEI","Viamão","RS","Alimentação Rápida","Alimentação"
"9a9a76a6df68ff6f9f663bf0d76e4e6d","MEI","Itumbiara","GO","Automotivo","Bens duráveis"
"e5d6355a06885cff4202f8538e8424ed","PF","Praia Grande","SP","Lojas Diversas","Varejo"
"1b76b9ff172ba56a0918454d63ea839b","PJ","Macapá","AP","Outros","Serviços"
"9ca06bacda824090501584239be59b3b","PJ","Bragança Paulista","SP","Alimentação Rápida","Alimentação"
"96befbbb3f6a67ad7755241abb71c4a3","MEI","Salvador","BA","Alimentação Rápida","Alimentação"
"fb9096188d0989b04417698f35a1d1e2","MEI","Paranaguá","PR","Supermercados","Supermercado/Farmácia"
"f65be04f662aa5e0cd4c7770079126ea","PJ","Brasília","DF","Outros","Serviços"
"7ca54e52d12077e7341d55775d4639cf","MEI","Anápolis","GO","Material de Construção","Bens duráveis"
"5d1cf7e1b0c960ae5ec8ebc0f4cb5a09","MEI","Trindade","PE","Bares e Restaurantes","Alimentação"
"3c1d1150de08ac8a0da8dcb3024b38c1","PJ","Jundiaí","SP","Outros","Serviços"
"2618a9787912ec5f4cd2a21d45447437","PF","Caldas Novas","GO","Lojas Diversas","Varejo"
"7c5a429c5e208ec659e0439edda9dde8","PJ","Aparecida","SP","Vestuário","Varejo"
"490295d440aa2ada9a0378804639186a","MEI","Joinville","SC","Automotivo","Serviços"
"c4051d5886456b9589822a724d43b98a","MEI","Recife","PE","Automotivo","Serviços"
"0addba71fa0d6557862d40e05771d52c","MEI","Taboão da Serra","SP","Alimentação Rápida","Alimentação"
"a9c09f0a5dda3cb4071cabbec5df0299","PJ","Limeira","SP","Lojas Diversas","Varejo"
"45289d1827053d9d8e571e73d7a032e1","PJ","Santa Cruz do Capibaribe","PE","Lojas Diversas","Bens duráveis"
"4d42db57fce3d6e594388108995e6919","PJ","Rondonópolis","MT","Bares e Restaurantes","Alimentação"
"a55450fa0df47eebe86bd239b1fec3ba","MEI","Niterói","RJ","Bares e Restaurantes","Alimentação"
"7af6a2e9c7af29af705794cd70d2321c","PF","São Paulo","SP","Lojas Diversas","Varejo"
"f1b3e528a4537ed76cacb7ad1082f306","MEI","São Paulo","SP","Saúde","Serviços"
"f20242d87ee4bd281ec31233e3b22784","PJ","Itapevi","SP","Alimentação Rápida","Alimentação"
"f0bc088de896477b8a46cd1227b8734d","PJ","Fortaleza","CE","Saúde","Supermercado/Farmácia"
"e9a272ab596119d9ea97ba2b0023d6ba","MEI","Curitiba","PR","Alimentação Rápida","Alimentação"
"2e4b1500174f4141e42f890a29bd79da","PJ","Nova Iguaçu","RJ","Vestuário","Varejo"
"1302c3f776044a33755e2192a53627a3","PJ","São Paulo","SP","Automotivo","Bens duráveis"
"6a2baea39c5db0772135f39aa133ce43","MEI","São Paulo","SP","Vestuário","Varejo"
"4052dffa34dc6f84dff28de5f66742f6","MEI","Imperatriz","MA","Alimentação Rápida","Alimentação"
"0c03126f1b61e64ba6f4e7c9280af15c","PJ","Indaiatuba","SP","Lojas Diversas","Alimentação"
"537b489b1750f35ee14c20ccd7674a56","MEI","Uberlândia","MG","Bares e Restaurantes","Alimentação"
"00fbc2dd1bde4a53f4fed5ff33c8f26c","PJ","Novo Hamburgo","RS","None","Outros"
"5e5ce7b71dd066e1aca256ab7d3289fd","PJ","Lajeado","RS","Bares e Restaurantes","Alimentação"
"70ed7a10c73daf0d2042363c9299fd4c","PJ","Resende","RJ","Supermercados","Alimentação"
"3376b388bb8925b440e503427cfab29c","MEI","Brasília","DF","Alimentação Rápida","Alimentação"
"23d474543d70ba4d29e8069a1fa42620","MEI","Carapicuíba","SP","Automotivo","Serviços"
"5747ffa9478d0d134ee901acece278f5","MEI","São Paulo","SP","Vestuário","Varejo"
"b688d741d6d8d8dae522dface2816e07","PJ","Andirá","PR","Automotivo","Serviços"
"0056c1ced0585a2285525a7fb6a14134","PJ","Cabo Frio","RJ","Outros","Serviços"
"18e32c3eeb158327645326a6ac07e31e","PJ","São Paulo","SP","Postos de Gasolina","Posto"
"fd78caac92786b6faf1b4c836cc25e9f","PJ","Ribeirão Preto","SP","Lojas Diversas","Varejo"
"f8be47fca793721f264eb393cdc199e6","PJ","Dias D'Ávila","BA","Supermercados","Supermercado/Farmácia"
"b2e8e76e807fd0ba1b3d33ef757eec03","MEI","Volta Redonda","RJ","Outros","Serviços"
"d0ce65231f55b6b4e40272546e2977ff","PJ","Gaspar","SC","Alimentação Rápida","Alimentação"
"cd9dcd8b55b3a2e9c3aed09ef8d3157c","MEI","Goianesia","GO","Automotivo","Bens duráveis"
"4a9a80b647688d3a0d5659c266148e0d","MEI","Palmas","TO","Bares e Restaurantes","Alimentação"
"dfde958e11db35bd9172050c3b1e29bc","PJ","Feira de Santana","BA","Alimentação Rápida","Alimentação"
"1d5a3cdc7c2243cc2854c145945d7708","PJ","Vicência","PE","Saúde","Supermercado/Farmácia"
"077d41b16859c21bbc1ad61e72efc551","PJ","Atibaia","SP","Vestuário","Varejo"
"6630637fa2fa24e7d367cab9d7443a97","PJ","Maringá","PR","Automotivo","Bens duráveis"
"afbd17c47bb038d744ae841082c3b91e","PJ","Lauro De Freitas","BA","Saúde","Supermercado/Farmácia"
"2d6496529d712f8ac69a8b547f109fc6","PF","Brasília","DF","Lojas Diversas","Varejo"
"c09c844dee6b8de5abe6e42c3dbe4a98","MEI","Novo Hamburgo","RS","Alimentação Rápida","Alimentação"
"2fa5cf5b87f3a0860bde543f6b8e04e0","PJ","Uberlândia","MG","Atacadistas Gerais","Varejo"
"831696242a26de08176d387d63c087d5","PJ","São Raimundo Nonato","PI","Outros","Bens duráveis"
"3c61a0d9c6c775a0808190f44ed2e64e","PF","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"defd96f15870a1b81bf4e25cf0989473","PJ","São Paulo","SP","Saúde","Supermercado/Farmácia"
"aaf45c4d57edca94191209558efb9d27","PF","São Paulo","SP","Lojas Diversas","Varejo"
"cb5060bb769e2d61bdd43285cf4e7aad","PJ","Maceio","AL","Postos de Gasolina","Posto"
"c7eec0b89b21c64ce251e51d125c17ef","MEI","Guarulhos","SP","Outros","Bens duráveis"
"0d2715b018a63ff52120340d2403f77f","MEI","Jacarezinho","PR","Automotivo","Bens duráveis"
"65894f1bc80b1b7b25ed554cbf6e1bef","PJ","Viana","ES","Saúde","Supermercado/Farmácia"
"dc6ada7bb38106210a513e666d2d0bb9","PJ","Uberlândia","MG","Material de Construção","Bens duráveis"
"97b5a27995de8f97a99bcfbb62338c4d","PJ","Jacareí","SP","Bares e Restaurantes","Alimentação"
"df105b7f361be84f65024e50ac8fdf81","MEI","Barueri","SP","Alimentação Rápida","Alimentação"
"e2176ea635cce75bbbb13b8ba96223e1","PJ","Trancoso","BA","Lojas Diversas","Bens duráveis"
"20a42317871a4c03e4ff4f775838fd3a","PJ","Novo Hamburgo","RS","Outros","Serviços"
"d4b279fa21f0ffcdde947d9410618684","PJ","Rio de Janeiro","RJ","Outros","Serviços"
"5e27d0f1270aa94d3ee0d14a75d8555e","PJ","Joinville","SC","Bares e Restaurantes","Alimentação"
"a712a6dabbd1347e3f91f7a0213e68d4","PJ","Novo Gama","GO","Lojas Diversas","Supermercado/Farmácia"
"c9ee130d7d5725b0834ae12fe808bbe4","PJ","Guaratinguetá","SP","Lojas Diversas","Alimentação"
"5f72afd24478f719d5e762a0923243c2","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"4b1f477a768d3c946db9846fa28b7a5e","MEI","Suzano","SP","Material de Construção","Bens duráveis"
"16541d3f577201ca9dfb30f5eaeea379","PJ","Feira de Santana","BA","Atacadista de Alimento","Alimentação"
"cf08d774c9c7dc9affa8a8cd9e733aea","PJ","São Leopoldo","RS","Postos de Gasolina","Posto"
"0aed3f8667c5257b44bf316e56aba73f","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"fd63867beb56da61bb3cf81ea137262f","MEI","Santa Luzia","MG","Outros","Bens duráveis"
"e0979d6f81eb4ce8b27d3a1bd53793c9","MEI","Tatuí","SP","Lojas Diversas","Supermercado/Farmácia"
"be4275746dc57ef5f40e40fcd902635e","MEI","São Paulo","SP","Outros","Serviços"
"87c63f4d9518f19825425ae512b7790b","PJ","Lavras","MG","Lojas Diversas","Bens duráveis"
"b6162b34157dae9cb2c818962a82bd82","MEI","Londrina","PR","Alimentação Rápida","Alimentação"
"91d37db27b2ea510dab46005b249be9d","MEI","Nova Iguaçu","RJ","Atacadistas Gerais","Bens duráveis"
"72f700bdcc9628b556ba1b229b01e1dd","PJ","Marília","SP","Lojas Diversas","Bens duráveis"
"e4c3e36cc7cb1414127121c27eed4980","MEI","São Paulo","SP","Bares e Restaurantes","Alimentação"
"41c279acb58303966c234f5fbae37dfa","PJ","Salvador","BA","Lojas Diversas","Bens duráveis"
"19db0e10781d9825ad5fc9f778a5fc7a","MEI","Petrópolis","RJ","Supermercados","Alimentação"
"37ec33233b171891f4ede3e21dec46f2","PJ","Martinópolis","SP","Material de Construção","Bens duráveis"
"af40e36dc28daf780ad7ea9cb4c5b27c","PJ","Belo Horizonte","MG","Saúde","Bens duráveis"
"2c8a35e1f878fbbeb36b26d193d930d8","PJ","Volta Redonda","RJ","Atacadistas Gerais","Bens duráveis"
"da70bd896c6bd5a93eef4228b951b7ad","PJ","Maracanaú","CE","Bares e Restaurantes","Alimentação"
"b95c95aa87a8f0bb0335e397a2aad4d8","PJ","Belém","PA","Alimentação Rápida","Alimentação"
"14fdc46ec164da9ac70393b7ff2f4cd5","PJ","Paranaguá","PR","Outros","Bens duráveis"
"70f17ccc5907acdd17b5a2deba5a3ba4","MEI","Recife","PE","Outros","Serviços"
"87a0a7a90920228503a3e419e26ee0b1","MEI","Castanhal","PA","Vestuário","Varejo"
"5b70297e21baedc5de41c1a5106a741c","PJ","São Paulo","SP","Lojas Diversas","Varejo"
"3d2e0c5f6b1a708a3cf2fc45c75c9d87","MEI","Teresópolis","RJ","Alimentação Rápida","Alimentação"
"95e53ab9f45369b539769839f9f22fc5","MEI","Araraquara","SP","Lojas Diversas","Varejo"
"02ba978aede32ae5685cd19789157154","PJ","Oriente","SP","Supermercados","Supermercado/Farmácia"
"1cf9b5b18af396d45da0cd88eb291f35","MEI","Feira De Santana","BA","Lojas Diversas","Supermercado/Farmácia"
"01083ab230c7fb27e0b13c481c77c014","MEI","São Paulo","SP","Lojas Diversas","Alimentação"
"ab559d1e703f5968a4bb624560b8973a","PJ","Barra Mansa","RJ","Supermercados","Supermercado/Farmácia"
"e77fa33c751e81af76f32618b4cf05fc","PJ","Sumaré","SP","Lojas Diversas","Varejo"
"eb782c47fc746a3c46e33d08ff371094","PJ","Itaitinga","CE","Automotivo","Serviços"
"d84d17f27b0a59f41acb6fac0088590d","PJ","Campo Limpo Paulista","SP","Outros","Serviços"
"6a030d0fc6d6034c87e8161d7a3cf416","MEI","Saquarema","RJ","Outros","Serviços"
"c0d15ebe0f12278ba1107d4ad185068a","PJ","Joinville","SC","Supermercados","Alimentação"
"6b6d09d820493bfdd88e2e8bc791ac38","PJ","Marília","SP","Vestuário","Varejo"
"793249fb1c790736dac950e41af457f4","PJ","Taubaté","SP","Automotivo","Bens duráveis"
"7e506451655f53529ae8b142b7199ca0","PF","Saquarema","RJ","Lojas Diversas","Varejo"
"60a2a117cf58eec6bd0dc2d0e4aaf3c0","PJ","São Paulo","SP","Automotivo","Bens duráveis"
"7ff4646e6ef2cc6f7e70b83b892c9e4a","PJ","Taubaté","SP","Bares e Restaurantes","Alimentação"
"93bb12c7d1e98b4ad63b271836960aae","MEI","Campo Largo","PR","Supermercados","Alimentação"
"c83ef5036e0502c13ef2bfe81c8d1271","MEI","Catanduva","SP","Supermercados","Supermercado/Farmácia"
"501241a82345ba020edb381c2b190ea4","PJ","Jaboatão dos Guararapes","PE","Educação","Serviços recorrentes"
"4ee952350eb6ad6fe058b3247fad2ed2","MEI","São Paulo","SP","Supermercados","Supermercado/Farmácia"
"9f33141766b8f373ef68e059ff0ddf72","PJ","Manaus","AM","Alimentação Rápida","Alimentação"
"99fc4f084139c7eda3212c58f6821def","PJ","Rio de Janeiro","RJ","Lojas Diversas","Varejo"
"9cbc0d8de1ece3e2cf4c08498d380c0c","PJ","Santo Antônio de Pádua","RJ","Supermercados","Alimentação"
"aa91965690ae175fe4da219d036c6e28","PJ","São Brás do Suaçuí","MG","Automotivo","Serviços"
"ad08ad519051ad65f25e07699af88761","MEI","Palestina","SP","Lojas Diversas","Bens duráveis"
"4296fbf4209a1e08b20edf07369b0f1e","PJ","Caraguatatuba","SP","Atacadista de Alimento","Alimentação"
"2db7889ae95fdf2ab5ea3402a6dcd4b3","PJ","Barra Velha","SC","Lojas Diversas","Supermercado/Farmácia"
"3b92ee0574028c71e96a31ce0658473b","PJ","Presidente Prudente","SP","Bares e Restaurantes","Alimentação"
"8ba4714c8f773d666d98c88d4f828f94","MEI","Tatuí","SP","Alimentação Rápida","Alimentação"
"077a5d660a297456e8b15669fc9d6fbe","PJ","Salvador","BA","Lojas Diversas","Bens duráveis"
"05ac99cc4c0a32b71419b35480607984","PJ","Florianópolis","SC","Bares e Restaurantes","Alimentação"
"5d74be53fc7cd905ad0f4933dbb03af2","PJ","Cariacica","ES","Saúde","Serviços"
"93ddec85049b3061640823c735e93f1f","MEI","São José de Ribamar","MA","Automotivo","Bens duráveis"
"be980e556487979764528695f1f02983","PJ","João Pinheiro","MG","Vestuário","Varejo"
"b8f4f6ccfe67adf7fb30d60ae5c21f5d","PJ","São Paulo","SP","Bares e Restaurantes","Alimentação"
"6778e29307b629fbc54e7647d93d841f","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"fd603763649eba0dbee7af8c710db2b0","MEI","Catanduva","SP","Automotivo","Serviços"
"baf5aaa1aaeb4a7b275032090b557221","PJ","Curitiba","PR","Outros","Serviços"
"9a37137a0a225187b3fa848c465163b1","PJ","Canoas","RS","Academias","Serviços recorrentes"
"56d3c9149ccfc09ea89f7f2ad380d02d","PJ","Brusque","SC","Alimentação Rápida","Alimentação"
"6a5534d3b6e3d4e6c31ddecab3ca65c6","PJ","Fortaleza","CE","Alimentação Rápida","Alimentação"
"a158608a69b9a235d24b352b1f183f58","MEI","São João Del Rei","MG","Lojas Diversas","Varejo"
"dd1bf85ac99efa02277f39d8855a59e1","PJ","Belo Horizonte","MG","Bares e Restaurantes","Alimentação"
"d55fc0af388fbf25430bfecd97726b16","MEI","Mendes","RJ","Lojas Diversas","Varejo"
"4284ac78a6dca1beb73b4ace6d742117","MEI","Rio de Janeiro","RJ","Vestuário","Varejo"
"3471efedc8bdcc8b599770425e78b934","PJ","Porto Alegre","RS","Automotivo","Bens duráveis"
"e752b582c9d4bc4a05ff7590b2aef69d","PJ","Varginha","MG","Alimentação Rápida","Alimentação"
"a550897ba0cf4ab95d7f07d37c23a647","PF","Areia Branca","RN","Lojas Diversas","Varejo"
"3375e7aace9607413ff87141805008b1","MEI","Carapicuíba","SP","Alimentação Rápida","Alimentação"
"ea858f7e067e15c633a55d9e471e8c81","PJ","Cabo Frio","RJ","Saúde","Supermercado/Farmácia"
"5611247f2dd9be95c7dec14dafaef010","PJ","Novo Hamburgo","RS","Alimentação Rápida","Alimentação"
"bf80b1a1b12a57b44b78f10766bf1f9f","MEI","Aracaju","SE","Lojas Diversas","Alimentação"
"8f3a8141dec9554018d6fc0dd5d9d7bd","PF","Fortaleza","CE","Automotivo","Serviços"
"dac0e8d1d182437b5fc34184674ad2e9","PJ","Nossa Senhora do Socorro","SE","Saúde","Supermercado/Farmácia"
"f47d918ac8b721ff8ab3811883fa989f","PJ","Macapá","AP","Bares e Restaurantes","Alimentação"
"b93cdff6b3884c6930b84e1e1f77b294","PJ","Curitiba","PR","Alimentação Rápida","Alimentação"
"90465576d5d17b2cf505dd11b6fa3584","MEI","Conceição da Barra","ES","Outros","Serviços"
"ad934d25058fdf8a1af56dbbcf4dd0f8","PJ","Curitiba","PR","Outros","Bens duráveis"
"fb80d33010255cdd10c183b577e00a53","PF","Brasília","DF","Lojas Diversas","Alimentação"
"767f361330af90d51f7eb1a69e184a03","MEI","Rio de Janeiro","RJ","Lojas Diversas","Alimentação"
"e380b09bc8dfc1fe01dfd038206597cf","MEI","Dracena","SP","Bares e Restaurantes","Alimentação"
"7202f7e04566362ad3d52e1d23291258","PJ","Igarassu","PE","Bares e Restaurantes","Alimentação"
"e2178fcf3eeef000c11e0c45d8ab93de","MEI","Rio das Ostras","RJ","Bares e Restaurantes","Viagens e entretenimento"
"3d95dd5c8bfad1364a380629a2578b5a","PJ","Brasília","DF","Outros","Serviços"
"e0a7b4076897080c3c7e642d1cecc060","PF","Feira de Santana","BA","Automotivo","Bens duráveis"
"74747931f1e80d4b04dbe7d7fb05f196","PF","Rio de Janeiro","RJ","Lojas Diversas","Varejo"
"eb454d4e910f6eb2294652320f85a918","PJ","Blumenau","SC","Alimentação Rápida","Alimentação"
"5602534157602cc2a0dbdb1cc77bced6","PJ","São José dos Campos","SP","Lojas Diversas","Varejo"
"7e231607e7e71fd8af28e304d58146b0","MEI","Campinas","SP","Lojas Diversas","Alimentação"
"0505cb0daaa68aee80ecf2f1eb4bea76","PJ","Uberaba","MG","Bares e Restaurantes","Alimentação"
"00d381062311f76c246e5baa9ffb0772","PJ","São Paulo","SP","Outros","Serviços"
"537be30e8c649852c85fd4eb9f416c21","MEI","Itaperuna","RJ","Alimentação Rápida","Alimentação"
"3a1bb0426de646652224c09be8fd1353","MEI","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"a2b6f8ec8b9bd176c94d683945519cde","PJ","Campinas","SP","Material de Construção","Bens duráveis"
"0b945868eadb984ef9fc58318c404b8b","PJ","Salvador","BA","Material de Construção","Bens duráveis"
"f1d9b4bfe46f3a56b94f7f7ecd81ceb9","PJ","Ijuí","RS","Alimentação Rápida","Alimentação"
"55d8761ae2710ae9fd83351602558019","PJ","Itajaí","SC","Bares e Restaurantes","Alimentação"
"132c4feb3db89295d06574f69c379987","PJ","Brasília","DF","Outros","Serviços"
"5065d8474347d44777dafb9ec186bd20","MEI","Itaboraí","RJ","Atacadistas Gerais","Bens duráveis"
"349f62bddc4d05a25818b49b39e46df1","PF","Rio de Janeiro","RJ","Bares e Restaurantes","Alimentação"
"8ab2dfae62a6c199ca3e41775880875d","MEI","Curitiba","PR","Lojas Diversas","Alimentação"
"382409529f5375f1835f365d15de56fe","PJ","São Paulo","SP","Outros","Bens duráveis"
"24391b0e8201f883f7363cc4cf0e2fe0","MEI","Rio Branco","AC","Bares e Restaurantes","Alimentação"
